INDEX,QCODE,SOURCE,LAYER1,LAYER2,LAYER3,TYPE,CODE1,CODE2,TITLE,QUESTION,INPUT,RESULT,ANSWER,풀이회수,정답회수,오답회수,오답율,EXPLAIN,ANALSYS,1ST,2ND,3rd,4th,5th,6th,7th,8th,9th,10th,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
195,ABANK-0195,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보험의 목적,"건설공사보험에서 보험증권 기재 되어야만  보험의 목적물이 되는 것은 은 1)건설물 구축물, 부대설비등 공사 목적물과 가설물2) 공사용 기계기구 3)  공사용 중장비 4) 잔존물제거비용이다",,X,X,10.0,10.0,0,,1)만자동,,,,,,,,,,,,,,,
196,ABANK-0196,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보상한도,건설용 가설물 및 공구(Construction Plant & Equipment)는 같은 종류 및 같은 성능의 장비 신조달가액(New Replaceement Value)를 기준으로 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
197,ABANK-0197,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보상한도,주위재산(Surrounding or Existing Property)은 시설물 전체를 가입하여야 하며 추정 최대 손해액을 산정하여 최대 한도로 설정한다,,X,X,10.0,10.0,0,,필요부분만 가입,,,,,,,,,,,,,,,
198,ABANK-0198,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보상한도,주위재산(Surrounding or Existing Property)은 시설물 전체를 가입할 필요는 없으며 추정 최대 손해액을 산정한 이후 적절한 보상한도를  설정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
199,ABANK-0199,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,재물손해액산정,건설공사보험 재물손해조항 손해액 산정에서 전부손해가 발생한 경우 시가로 보상한다. 즉 신조달가액으로 감가상각을 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
200,ABANK-0200,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,재물손해액산정,건설공사보험 재물손해조항 손해액 산정에서 부분손해가 발생한 경우 감가상각을 적용하지 않고 신조달가액으로 보상한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
201,ABANK-0201,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,재물손해액산정,"건설공사보험 재물손해조항 손해액 산정에서손해를 입지 않거나 수리와 상관없는 수리, 분해, 정비 등의 비용 또는 모양을 바꾸거나 개량하기 위해 증가된 비용은 보상하지 않는다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
202,ABANK-0202,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,재물손해액산정,건설공사보험 재물손해조항 손해액 산정에서 본 수리의 일부에 해당하고 총수리비를 증가시키지 않는 임시수리비는 손해액에 포함되지 않는다,,X,X,10.0,10.0,0,,포함시킴,,,,,,,,,,,,,,,
203,ABANK-0203,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,시운전담보특약,기계 및 설비의 시운전 담보 특별약관은 기계나 설비에 대하여 3주 동안의 시운전 기간을 보험기간에 포함시키는 특별약관이다. 다만 3주라 하더라도 시운전이 완료되었거나 사용되기 시작하거나 발주자에게 인도된 때에는 그 부분에 대해서는 책임이 종료된다,,X,X,10.0,10.0,0,,4주,,,,,,,,,,,,,,,
204,ABANK-0204,인스교재,07특종보험,기술보험,건설보험,포인트,AB02,AB02,설계결함에 대한 보상,건설공사의 설계결함담보 특별약관은 설계결함으로 인한 주변손해만을 보상함(보통약관에서 결함없는 다른 목적물에 대한 손해는 보상하므로),O,O,O,10.0,8.0,2,,,,,,,,,,,,,,,,,
205,ABANK-0205,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,건설보험의 목적,건설공사보험에서 보험증권에 기재되어 있어야 보험의 목적이 되는 것은 1) 공사용 가설물 2) 공사용 기계기구 3) 공사용 중장비 4) 잔존물제거 비용 등이다,X,O,X,10.0,8.0,2,,가설물은기본담보,,,,,,,,,,,,,,,
206,ABANK-0206,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보상한도,공사용중장비(Construction Machinery)는 같은 종류 및 같은 성능의 장비 신조달가액(New Replacement Value)를 기준으로 한다,O,O,O,10.0,8.0,2,,중고장비도신조달가로,,,,,,,,,,,,,,,
207,ABANK-0207,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보상한도,건설보험에서는 잔존물제거비용(Costs for Removal of Debris)는 사고발생시 예상되는 제거비용을 별도로 설정하고 기계보험에서는 손해액 항목에 포함하여 보상한다,O,O,O,10.0,8.0,2,,건설별도기계포함,,,,,,,,,,,,,,,
208,ABANK-0208,인스교재,07특종보험,기술보험,건설보험,포인트,AB02,AB02,일정계획 추가 약관,건설 및 조립공사 일정계획에 관한 추가약관은 보험기간이 12개월을 초과하는 경우 세부공사 일정의 변경은 4주까지만 허용되면 그 이상의 변경은 보험자의 서면 동의가 필요하다,X,O,X,10.0,8.0,2,,6주(고기를 말리면 6주 변경),"망각, 육시럴,,6주연장",,,,,,,,,,,,,,
209,ABANK-0209,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,진동지지대보상,"영국식 건설공사 보험은 진동, 지지대의 약화 또는 철거로 인한 제3자 배상책임을 특별약관으로 담보한다.",X,O,X,10.0,8.0,2,,보통약관,착각 집중력,,,,,,,,,,,,,,
210,ABANK-0210,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,독일영국약관,독일식 영국식 비교 해 보면3) 설계결함으로 인한 사고는 독일식 약관에서는 직접손해는 담보하지 않고 특별약관으로 주변손해(설계결함 제외)를 담보한다 ,O,O,O,10.0,9.0,1,,,,,,,,,,,,,,,,,
211,ABANK-0211,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,기술보험종류,기타 휴업손실위험 담보(DSU ; Delay of Startup / ALOP ; Advanced Loss of Profit / MLOP ; Machinery Breakdown Loss of Profit),O,O,O,10.0,9.0,1,,단어뜻,,,,,,,,,,,,,,,
212,ABANK-0212,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,진동지지대보상,"국문 및 독일식  건설공사 보험은 진동, 지지대의 약화 또는 철거로 인한 제3자 배상책임을 특별약관으로 담보한다.",O,O,O,10.0,9.0,1,,,,,,,,,,,,,,,,,
213,ABANK-0213,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,진동지지대보상,"국문 및 독일식  건설공사 보험은 진동, 지지대의 약화 또는 철거로 인한 제3자 배상책임을 보통약관으로 담보한다.",,X,X,10.0,9.0,1,,특별약관,,,,,,,,,,,,,,,
214,ABANK-0214,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,교차배상책임특약,교차배상책임 특별약관(cross iability)은 피보험자 상호 간에 부담하는 제3자 배상책임을 면책하기로 약정한 특별약관이다,,X,X,10.0,9.0,1,,담보함,,,,,,,,,,,,,,,
215,ABANK-0215,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보험의 목적,건설공사보험에서 선택담보는 1)주위재산 2) 3자배상 3)잔존물제거 4)건설용 가설물 및 공구 5)공사용 중장비다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,,,,,
216,ABANK-0216,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,보상하지 않는 손해,"건설공사보험에서 보상하지 않는 손해는 1) 피보험자의 종업원, 제3자의 취급잘못 또는 악의적인 행위 2) 계약자, 피보험자 또는 이들의 대리인의 고의나 중대한 과실로 생긴 손해다",X,O,X,10.0,9.0,1,,1)보상함,"망각, 공부부족",,,,,,,,,,,,,,
217,ABANK-0217,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,건설,건설공사 및 조립보헙은 공사물건이완성되어 발주자에게인도된 이후 발생하는 재산손해에 대한 경제적 손해를 담보한다,,X,X,10.0,9.0,1,,인도 전까지 발생하는 손해,부주의,,,,,,,,,,,,,,
218,ABANK-0218,인스교재,07특종보험,기술보험,건설보험,진위형,AB02,AB02,건설보험과 조립보험,건설공사 및 조립보험은 공사물건이 완성되어 발주자에게 인도된 이후 발생하는 재산손해에 대한 경제적 손해를 담보한다.,,X,X,10.0,9.0,1,,인도전까지 손해배상,부주의,,,,,,,,,,,,,,
219,ABANK-0219,인스교재,07특종보험,기술보험,조립보험,포인트,AB03,AB03,조립보험과 건설보험차이,"보통 기계나 구조물의 설치에대한 공사가 많으면 조립보험, 토목공사나 건축공사의 비중이 많으면 공사보험의 영역으로 구분함",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
220,ABANK-0220,인스교재,07특종보험,기술보험,조립보험,포인트,AB03,AB03,조립공사의 형태,"조립공사는 1)플랜트공사 플랜트 시운전부터 전체를 신설(정유공장, 석유화학공장등) 2) 유닛공사 복수의 기계 설비 장치를 모아 하나의 설비나 장치를 만드는 공사 3) 개별 조립공사 개별기계 설비 장치 또는 구축물등을 하나씩 조립하는 공사(발전기 압축기, 보일러등)",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
221,ABANK-0221,인스교재,07특종보험,기술보험,조립보험,포인트,AB03,AB03,시운전기간,"조립보헙에서 시험기간이 끝난 시점에서 종료(4주를 넘지 못함), 중고기계의 조립보험은 시운전의 시작과 동시에 보험이 종료 된다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
222,ABANK-0222,인스교재,07특종보험,기술보험,조립보험,포인트,AB03,AB03,가동 운전중인 기계란,가동중인 기계란 1) 가동 운전중인 기계 2) 가동을 위해 정지중인 기계 3)수리 정비 검사를 위해 가동중지 4)분해 재조립 5) 임시가동 6) 동일사업장내에서 이동중인 기계,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
223,ABANK-0223,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,건설보험과 비교,토목공사나 건축공사의 비중이 기계 등의 설치에 대한 비중보다 높으면 조립보험의 영역이다.,,X,X,10.0,10.0,0,,공사보험,,,,,,,,,,,,,,,
224,ABANK-0224,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,시운전기간,조립보험의 보험기간 종기는 조립공사 후 최초의 시운전을 마칠때까지이다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
225,ABANK-0225,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,보험가입금액,조립보험의 보험가입금액은 시가를 기준으로 한다.,,X,X,10.0,10.0,0,,완성가액,,,,,,,,,,,,,,,
226,ABANK-0226,인스교재,07특종보험,기술보험,조립보험,포인트,AB03,AB03,선택담보,조립보험의 보통약관 선택담보는 1) 3자배상책임(Third Party Liability) 2)공사목적물 자체에 대한 손해(Material Damage) 3)주위재산(Surrounding Property) 4)잔존물 제거비용(Clearance of Debris)다,,X,X,10.0,10.0,0,,2)는기본담보,,,,,,,,,,,,,,,
227,ABANK-0227,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험기본담보,조립보험의 기본담보(보통약관)에서 보상하는 것은 1)제3자배상책임 2) 주위재산 3) 공사를 위한 임시 시설물 4) 잔존물 제거비용이다,,X,X,10.0,10.0,0,,3)X,,,,,,,,,,,,,,,
228,ABANK-0228,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립보험은 공사기간을 기준으로 하여 구간보험(voyage policy) 성격을 가지고 있어 보험기간의 시작은 보험의 목적이조립공사 현장에 하역이 끝난 후  시작한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
229,ABANK-0229,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립보험의  공사기간 종료는 조립공사 후 최초이 시운전을 마칠 때이며 시운전 담보기간은 별도로 정한 기간을 제외하고는 4주일을 넘기지 못한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
230,ABANK-0230,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립완료 시점과 보험기간 종료일 중 먼저 도달하는 시점이 책임의 종기다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
231,ABANK-0231,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,Cold Test 는 사고의 빈도와 심도가 모두 크기 때문에 시운전기간을 보험증권에 명기하고 자기부담금도 높에 설정된다,,X,X,10.0,10.0,0,,hot test,,,,,,,,,,,,,,,
232,ABANK-0232,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,시운전은 일반적으로 기계 및 장치를 조립하는 순수 조립기간과 조립풉의 기계적 기능 시험을 수행하는 cold test 정상가동을 위한 시험을 수행하는 hot test로 구분한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
233,ABANK-0233,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립보험의 보험기간에 있어 기간의 시작은 조립보험은 구간보험(Voyage policy)의 성격을 가지고 있다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
234,ABANK-0234,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립보험의 보험기간에 있어 기간의 시작은  보험의 목적이 조립공사 현장에 하역이 끝난 후에 시작한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
235,ABANK-0235,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립보험의 보험기간에 있어 종기는 조립공사 후 최초의 시운전을 마칠 때까지이며 시운전 담보기간은 별도로 정한기간을 제외하고는 2주를 넘기지 못한다,,X,X,10.0,10.0,0,,4주,,,,,,,,,,,,,,,
236,ABANK-0236,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,조립보험 보험기간,조립보험의 보험기간에 있어 만약 조립물건이 신품이 아닌 중고품이라면 시운전을 담보하지 않고 시운전이 시작됨과 동시에 보험자의 책임이 끝난다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
237,ABANK-0237,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,보상하는 손해,"조립보험에서 보상하는 손해는 1) 종업원 또는 제3자의 취급상의 잘못 또는 악의 2) 조립공사의 전부 또는 일부의 중단으로 발생한 사고 3) 설계, 주조, 재질 또는 제작결함으로 인한 손해 4) 재고조사시발견된 손해다",,X,X,10.0,10.0,0,,1)만보상,,,,,,,,,,,,,,,
238,ABANK-0238,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,유지담보 특별약관(Visit Maintenance)과 확장유지담보 특별약관(Extended Maintenance)의 차이점은  공사종료 후 하자 보증의무에 따라 하자 보수작업 중에 발생한 손해다,,X,X,10.0,10.0,0,,해당없음,,,,,,,,,,,,,,,
239,ABANK-0239,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,유지담보 특별약관(Visit Maintenance)과 확장유지담보 특별약관(Extended Maintenance)의 차이점은  공사종료 후 24개월이 경과한 시점의 손해에 대한 보상여부다,,X,X,10.0,10.0,0,,해당없음,,,,,,,,,,,,,,,
240,ABANK-0240,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,"유지담보 특별약관(Visit Maintenance)과 확장유지담보 특별약관(Extended Maintenance)의 차이점은  해체공사나 재조립공사 또는 조립 대상물건 중에 중고품이 포함되어 있을 때 전운전(Previous operation)에 기인한 손해, 해체에 기인한 손해, 비금속성 품목에 대한 손해다",,X,X,10.0,10.0,0,,해당없음,,,,,,,,,,,,,,,
241,ABANK-0241,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,방화시설 추가약관의 내용은 건설현장에 충분한 방화설비 및 소방기구가 갖추어져 있어야 하며 화재 발생시 즉각 사용할 수 있어야 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
242,ABANK-0242,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,방화시설 추가약관의 내용은 종업원들이 방화설비 및 소방기구를 사용할 수 있도록 충분히 훈련되어 있어야 하며 또한 즉시 동원될 수 있어야 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
243,ABANK-0243,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,방화시설 추가약관의 내용은 화재발생시 소방닥국에 즉각적인 연락을 취할 수 있도록 화재 경보 시스템이 정상적으로 작동되어야 한다,,X,X,10.0,10.0,0,,,,,,,,,,,,,,,,,
244,ABANK-0244,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,방화시설 추가약관의 내용은 건설현장에 보험목적물이 보관되어 있는 경우에는 보관단위당 가액은 정해진 금액을 초과할 수 없으며 각 보관단위는 20m의 공지거리나 방화벽으로 분리되어 있어야 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
245,ABANK-0245,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,계약인수,조립보험은 완성가액을 기초로 인수를 결정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
246,ABANK-0246,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,계약인수,조립보험에서 가장 위험이 높은 것은시운전기간이므로 조립기간과 시운전기간을 별도로 구분하지않고 위험을 평가하여야 한다,,X,X,10.0,10.0,0,,별도구분,,,,,,,,,,,,,,,
247,ABANK-0247,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,계약인수,중고기계의 조립보험은 시운전의 시작과 동시에보험이종료된다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
248,ABANK-0248,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,계약인수,개별적으로 분리가능한 계약을 하나의 증권으로 포괄 체결하는 경우에는 가장 큰 공사목적물의 완성가액을 보험가입금액으로 간주하여 자기부담금을 설정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
249,ABANK-0249,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,확장유지담보특별약관,유지담보 특별약관(Visit Maintenance)과 확장유지담보 특별약관(Extended Maintenance)의 차이점은  조립공사 중에 발생한 손해 원인으로 유지기간 중 발생한 손해다,O,O,O,10.0,8.0,2,,,집중력,,,,,,,,,,,,,,
250,ABANK-0250,인스교재,07특종보험,기술보험,조립보험,진위형,AB03,AB03,계약인수,조립보험에서 가장 위험이 높은 것은시운전기간이므로 조립기간과 시운전기간을 별도로 구분하여  위험을 평가하여야 한다,O,O,O,10.0,8.0,2,,,"망각, 공부부족",,,,,,,,,,,,,,
251,ABANK-0251,인스교재,07특종보험,기술보험,기계보험,포인트,AB04,AB04,기계보험의 손해,보일러 스케일이란? 보일러 내에서 물에 용해되어 있는 불순물이 농축되거나 화학적 작용으로 수관이나 드럼 등의 내벽에 피막 상태로 고착되어 있는 현상을 말한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
252,ABANK-0252,인스교재,07특종보험,기술보험,기계보험,포인트,AB04,AB04,기계보험의 손해,부식(Corrosion)이란? 금속이 외부로부터 화학적 작용에 의하여 소모되는 현상을 말한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
253,ABANK-0253,인스교재,07특종보험,기술보험,기계보험,포인트,AB04,AB04,기계보험의 손해,침식(Erosion)이란? 토사나 미세한 고체가 섞여 있는 액체나 분체 등의 유체가 기계의 금속 표면을 닳게 하는 현상을 말한다.,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
254,ABANK-0254,인스교재,07특종보험,기술보험,기계보험,포인트,AB04,AB04,기계보험의 손해,"공동현상(Cavitation)이란? 물의 흐름 속에서 압력이 낮은 곳이 생기면 물속에 포함되어 있던 기체가 분리되어 물이 없어지는 빈 공 간이 생기는 현상으로, 이렇게 발생된 기포는 압력이 높은 곳에 다다르면 급격히 부서져 소음이나 진동 의 원인이 되고 그로 인해 기계를 침식한다.",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
255,ABANK-0255,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험의 잔존물 제거비용 보상과 관련하여 분손에서는 보장하지 않고 전손만 보상하며, 손해액의 항목에 포함하지 않고 별도의 비용으로 보상한다",,X,X,10.0,10.0,0,,손해액항목에 포함,,,,,,,,,,,,,,,
256,ABANK-0256,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험의 잔존물 제거 비용은 분손과 전손에서 모두 보상하되, 손해액의 항목에 포함하지 않고 별도의 비용으로 보상한다",,X,X,10.0,10.0,0,,"전손만,손해액에포함",,,,,,,,,,,,,,,
257,ABANK-0257,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,보험의 목적,"기계보험의 보험의 목적인 가동 운전 상태에 있는 기계는 1) 가동을 위하여 정지중인 기계 2) 수리, 정비, 검사를 위하여 가동중지 상태에 있는 기계 3) 수리정비검사를 위하여 분해중 이거나 재조립 중에 있는 기계 4) 시운전이 진행중인 기계다",,X,X,10.0,10.0,0,,시운전x,,,,,,,,,,,,,,,
258,ABANK-0258,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,보상하는 손해,"기계보험에서 보상하는 손해는 1) 기계 자체의 결함으로 인한 손해 2) 분실 도난 사기 또는 횡령으로 인한 손해 3) 운전중 사고로 인한 손해 4) 근로자의 취급부주의, 기술부족이다",,X,X,10.0,10.0,0,,2)x,,,,,,,,,,,,,,,
259,ABANK-0259,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험에서 분손인 경우에는 신품으로 교체되어도 감가상각을 하지 않지만 전손이 발생하면 신구교환에 따른 감가상각을 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
260,ABANK-0260,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험에서 손해방지비용은 보험가입금액의 재조달가액에 대한 비율에 따라 지급보험금 계산방법에 준하여 지급하며, 보험가입금액 한도와 관계없이 별도로 지급한다",X,O,X,10.0,8.0,2,,보험가액데 대한 비율,,,,,,,,,,,,,,,
261,ABANK-0261,인스교재,07특종보험,기술보험,기계보험,선택형,AB04,AB04,보상하는 손해,"물의 흐름 속에서 압력이 낮은 곳이 생기면 물속에 포함되어 있던 기체가 분리되어 물이 없어지는 빈공간이 생기는 현상으로, 이렇게 발생된 기포는 압력이 높은 곳에 다다르면 급격히 부서져 소음이나 신동의 원인이 되고 그로 인해 기계를 침식하는데 이를 1) 보일러스케일 2) 부식 3) 침식 4)공동현상이라고 한다",4,O,4,10.0,9.0,1,,공동현상,,,,,,,,,,,,,,,
262,ABANK-0262,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,"기계보험의 잔존물 제거비용은 부분손해에서는 보상하지 않으며 전손의 경우에만 보상하되, 손해액과 별도의 비용으로 보상하는 것이 아니라 손해액 항목에 포함하여 보상한다",O,O,O,10.0,9.0,1,,이 문구가 핵심,,,,,,,,,,,,,,,
263,ABANK-0263,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험의 잔존물 제거비용 보상과 관련하여 전손과 분손에서 모두 보상하며  별도의 비용이 아니라 손해액 항목에 포함하여 보상한다,,X,X,10.0,9.0,1,,전손만보상,,,,,,,,,,,,,,,
264,ABANK-0264,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험의 잔존물 제거비용 보상과 관련하여 분손에서는 보상하지 않고 전손만 보상하되 별도의 비용이 아니라 손해액 항목에 포함하여 보상한다,O,O,O,10.0,9.0,1,,기계잔존은전손만보상왜들탄건재활용가능하니까,전손만손해액항목포함,,,,,,,,,,,,,,
265,ABANK-0265,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,지급보험금,기계보험에서 본 수리의 일부에 해당하고 총수리비를 증가시키지 않는 임시수리비는 손해액으로 인정하되 이와 무관한 임시수리비는 손해액에 포함시키지 않는다,O,O,O,10.0,9.0,1,,,,,,,,,,,,,,,,,
266,ABANK-0266,인스교재,07특종보험,기술보험,기계보험,진위형,AB04,AB04,보험목적,기계보험에서 보험의 목적은 가동 가능하며 시운전 중인 기계이어야 한다.,,X,X,10.0,9.0,1,,시운전이 끝난 기계,,,,,,,,,,,,,,,
267,ABANK-0267,인스교재,07특종보험,범죄보험,재산피해담보,진위형,AB05,AB05,재산피해 담보사항,재산피해 담보 사항은 1) 도난보험 2)현금 및 유가증권 도난보험 3) 금융기관 종합보험임,,X,X,10.0,9.0,1,,,,,,,,,,,,,,,,,
268,ABANK-0268,인스교재,07특종보험,범죄보험,도난보험,포인트,AB06,AB06,특별약관의 필요성,도난보험 국문약관이 어떤 위험을 담보하기 위해서는 특별약관이 필수적으로 첨부되어야 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
269,ABANK-0269,인스교재,07특종보험,범죄보험,도난보험,포인트,AB06,AB06,보관장소의 정의,도난보험에서 보관장소란 보험목적물을 보관하는 장소로서 원칙적으로 건물을 말한다(특별약관 첨부시 금고등 도난방지시에 보관가능),O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
270,ABANK-0270,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,도난보험개요,"현금 및 유가증권 운송위험 담보 특별약관에서 호위인이란 피보험자의 지시를 받아 운반인을 호송하는 18세 이상, 65세 이하의사람을 말하며 운전자는 호위인이 될 수 없다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
271,ABANK-0271,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보관장소의 정의,도난보험에서 보관장소란 보험목적물을 보관하는 장소로서 원칙적으로 건물 내의 금고 등 별동의 도난방지시설 내에 보관되어 있는 것을 말한다,,X,X,10.0,10.0,0,,원칙적으로 건물,,,,,,,,,,,,,,,
272,ABANK-0272,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보상하는 손해,도난보험의 약관에서 72시간 이상 부재 중의 도난 사고는 보상하지 않는다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
273,ABANK-0273,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 다수의 보험목적물을 하나의 보험으로 포괄가입하는 경우 하나의 보험목적물에 대한 보험가입금액은 전체 보험가입금액의 5% 초과 불가하다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
274,ABANK-0274,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서현금 및 유가증권특약은 추정최대손해액을 기초로 보상한도액 결정한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
275,ABANK-0275,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 보험가액을 기초로 한 보험가입금액을 최고 보상한도로 한다,O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
276,ABANK-0276,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,보험가입금액,도난보험에서 보험가입금액을 기초로 한 보험가액을 최고 보상한도로 한다,,X,X,10.0,10.0,0,,가액기초 가입금액,,,,,,,,,,,,,,,
277,ABANK-0277,인스교재,07특종보험,범죄보험,도난보험,진위형,AB06,AB06,회수된보험목적물처리,"도난보험에서 손해를 보상하기 전에 보험의 목적이 발견, 회수된 때에는 원칙적으로 도난손해는 없던것으로 간주하나 , 훼손된 경우에는 손해가 발생한 것으로 본다",O,O,O,10.0,10.0,0,,,,,,,,,,,,,,,,,
